date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:22:28	5571/5571	---M--	200	added ('OK')	image/png	etag:%2215c3-5dcca8ffa74a7%22	https://creazione.avanzare.co/reframe/demo/assets/images/clients/1.png	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/images/clients/1.png	(from https://creazione.avanzare.co/reframe/demo/index.html)
09:22:28	4327/4327	---M--	200	added ('OK')	image/png	etag:%2210e7-5dcca8ffab366%22	https://creazione.avanzare.co/reframe/demo/assets/images/clients/2.png	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/images/clients/2.png	(from https://creazione.avanzare.co/reframe/demo/index.html)
09:22:29	5384/5384	---M--	200	added ('OK')	image/png	etag:%221508-5dcca8ffc9b5c%22	https://creazione.avanzare.co/reframe/demo/assets/images/clients/3.png	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/images/clients/3.png	(from https://creazione.avanzare.co/reframe/demo/index.html)
09:22:29	5503/5503	---M--	200	added ('OK')	image/png	etag:%22157f-5dcca8ffcf13a%22	https://creazione.avanzare.co/reframe/demo/assets/images/clients/4.png	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/images/clients/4.png	(from https://creazione.avanzare.co/reframe/demo/index.html)
09:22:29	4277/4277	---M--	200	added ('OK')	image/png	etag:%2210b5-5dcca8ffeb657%22	https://creazione.avanzare.co/reframe/demo/assets/images/clients/5.png	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/images/clients/5.png	(from https://creazione.avanzare.co/reframe/demo/index.html)
09:22:29	4109/4109	---M--	200	added ('OK')	image/png	etag:%22100d-5dcca8fff27ea%22	https://creazione.avanzare.co/reframe/demo/assets/images/clients/6.png	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/images/clients/6.png	(from https://creazione.avanzare.co/reframe/demo/index.html)
09:22:30	4604/4604	---M--	200	added ('OK')	image/png	etag:%2211fc-5dcca9000e127%22	https://creazione.avanzare.co/reframe/demo/assets/images/clients/7.png	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/images/clients/7.png	(from https://creazione.avanzare.co/reframe/demo/index.html)
09:22:30	5026/5026	---M--	200	added ('OK')	image/png	etag:%2213a2-5dcca900307be%22	https://creazione.avanzare.co/reframe/demo/assets/images/clients/8.png	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/images/clients/8.png	(from https://creazione.avanzare.co/reframe/demo/index.html)
09:22:30	5130/5130	---M--	200	added ('OK')	image/png	etag:%22140a-5dcca90030013%22	https://creazione.avanzare.co/reframe/demo/assets/images/clients/9.png	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/images/clients/9.png	(from https://creazione.avanzare.co/reframe/demo/index.html)
09:22:31	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-5dcca8fbec05a%22	https://creazione.avanzare.co/reframe/demo/assets/fonts/themify.eot	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/fonts/themify.eot	(from https://creazione.avanzare.co/reframe/demo/assets/css/app.css)
09:22:31	979925/979925	---M--	200	added ('OK')	application/javascript	etag:%22ef3d5-5dcca8fdf9a3f%22	https://creazione.avanzare.co/reframe/demo/assets/js/app.js	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/js/app.js	(from https://creazione.avanzare.co/reframe/demo/index.html)
09:22:31	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-5dcca8fbec05a%22	https://creazione.avanzare.co/reframe/demo/assets/fonts/themify.eot?	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/fonts/themifyd41d.eot	(from https://creazione.avanzare.co/reframe/demo/assets/css/app.css)
09:22:31	56108/56108	---M--	200	added ('OK')	text/html	etag:%22db2c-5dcca8fc5ec18%22	https://creazione.avanzare.co/reframe/demo/assets/fonts/themify.woff	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/fonts/themify.html	(from https://creazione.avanzare.co/reframe/demo/assets/css/app.css)
09:22:32	78584/78584	---M--	200	added ('OK')	text/html	etag:%22132f8-5dcca8fc2cf42%22	https://creazione.avanzare.co/reframe/demo/assets/fonts/themify.ttf	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/fonts/themify-2.html	(from https://creazione.avanzare.co/reframe/demo/assets/css/app.css)
09:22:32	234269/234269	---M--	200	added ('OK')	image/svg+xml	etag:%223931d-5dcca8fc23340%22	https://creazione.avanzare.co/reframe/demo/assets/fonts/themify.svg?-fvbane	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/fonts/themify9f24.svg	(from https://creazione.avanzare.co/reframe/demo/assets/css/app.css)
09:22:32	32694/32694	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227fb6-5dcca8fb6b21f%22	https://creazione.avanzare.co/reframe/demo/assets/fonts/et-line.eot	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/fonts/et-line.eot	(from https://creazione.avanzare.co/reframe/demo/assets/css/app.css)
09:22:32	32694/32694	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227fb6-5dcca8fb6b21f%22	https://creazione.avanzare.co/reframe/demo/assets/fonts/et-line.eot?	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/fonts/et-lined41d.eot	(from https://creazione.avanzare.co/reframe/demo/assets/css/app.css)
09:22:33	55220/55220	---M--	200	added ('OK')	text/html	etag:%22d7b4-5dcca8fbb5937%22	https://creazione.avanzare.co/reframe/demo/assets/fonts/et-line.woff	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/fonts/et-line.html	(from https://creazione.avanzare.co/reframe/demo/assets/css/app.css)
09:22:33	32536/32536	---M--	200	added ('OK')	text/html	etag:%227f18-5dcca8fba6b2d%22	https://creazione.avanzare.co/reframe/demo/assets/fonts/et-line.ttf	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/fonts/et-line-2.html	(from https://creazione.avanzare.co/reframe/demo/assets/css/app.css)
09:22:33	175537/175537	---M--	200	added ('OK')	image/svg+xml	etag:%222adb1-5dcca8fb77d1a%22	https://creazione.avanzare.co/reframe/demo/assets/fonts/et-line.svg	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/fonts/et-line.svg	(from https://creazione.avanzare.co/reframe/demo/assets/css/app.css)
09:22:33	81734/81734	---M--	200	added ('OK')	image/jpeg	etag:%2213f46-5dcca8febea37%22	https://creazione.avanzare.co/reframe/demo/assets/images/carousel/1.jpg	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/images/carousel/1.jpg	(from https://creazione.avanzare.co/reframe/demo/shortcodes.html)
09:22:34	193426/193426	---M--	200	added ('OK')	image/jpeg	etag:%222f392-5dcca8ff1f4e5%22	https://creazione.avanzare.co/reframe/demo/assets/images/carousel/2.jpg	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/images/carousel/2.jpg	(from https://creazione.avanzare.co/reframe/demo/shortcodes.html)
09:22:34	236420/236420	---M--	200	added ('OK')	image/jpeg	etag:%2239b84-5dcca8fef49b2%22	https://creazione.avanzare.co/reframe/demo/assets/images/carousel/3.jpg	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/images/carousel/3.jpg	(from https://creazione.avanzare.co/reframe/demo/shortcodes.html)
09:22:35	161481/161481	---M--	200	added ('OK')	audio/mpeg	etag:%22276c9-5dcca8faa4c7c%22	https://creazione.avanzare.co/reframe/demo/assets/audio/1.mp3	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/audio/1.mp3	(from https://creazione.avanzare.co/reframe/demo/shortcodes.html)
09:22:35	571258/571258	---M--	200	added ('OK')	video/mp4	etag:%228b77a-5dcca8feb78e4%22	https://creazione.avanzare.co/reframe/demo/assets/videos/1.mp4	C:/Users/amakahhal/Desktop/WebSite/GraduationWebSite/creazione.avanzare.co/reframe/demo/assets/videos/1.mp4	(from https://creazione.avanzare.co/reframe/demo/shortcodes.html)
